Screen Name,Text,Replies,Retweets,Likes,Sentiment
Menggabutkan02,b'SOMETHINC Paket Atasi Kulit Berjerawat - Free Sunscreen dengan harga Rp307.800 - Rp334.800. Link produk\xe2\x80\xa6 https://t.co/5gEfoc3isC',,0,0,Netral
Engellll2,b'Guyss jangan kasih kendor buat prokes kita soalnya denger denger indonesia mulai #WaspadaCacarMonyet nihh',,0,0,Positif
Yurini99,"b'Kalau di luar beneran, tepatnya Atlanta, Amerika Serikat, ada berita soal monyet yang kabur saat mau diperiksa, unt\xe2\x80\xa6 https://t.co/7zMQAdCbpZ'",,0,0,Positif
flopio0,"b'Bagus banget nih sebagai upaya pencegahan virus cacar monyet, di airport sama pelabuhan udah dipasang alat deteksi\xe2\x80\xa6 https://t.co/WBxyyQr4Qw'",,0,0,Positif
LarosMedia,"b'Swiss Laporkan Kasus Cacar Monyet Pertama, Diduga Terinfeksi Saat di Luar Negeri https://t.co/dQnMVqrFIj Nitip tag:\xe2\x80\xa6 https://t.co/3QA1JsqUoo'",,0,0,Positif
teguhwayudi12,b'jgn sampai kalian terkena meskipun katanya virus cacar monyet katanya ngga bakal jadi pandemi tapi kan agak khawati\xe2\x80\xa6 https://t.co/PNbzYIGRYi',,0,0,Positif
amat_oni,"b'Kalau ada yang bilang nggak bisa sembuh jangan percaya, monkeypox bisa disembuhkan kok sobat, tenang aja, tingkat k\xe2\x80\xa6 https://t.co/WSMl9ZpZWr'",,0,0,Positif
apien_k19,b'Yang mainan #WaspadaCacarMonyet ga jauh beda sama media pendukung ketakutan https://t.co/0is9Ajh2kP',,1,6,Positif
ffyio0,b'sebenernya cacar monyet ini kan penyakit lama ya udah jadi endemik juga di Afrika tapi baru santer banget akhir akh\xe2\x80\xa6 https://t.co/Ahnxi3PIA0',,0,0,Positif
inirea_77,b'walau ga berbahaya tapi harus tetap #WaspadaCacarMonyet karena penyebarannya yang begitu cepat',,0,0,Positif
Menggabutkan02,b'SONY DSC-H300 Digital Camera / Sony Cyber-shot DSCH300 / DSC H300 dengan harga Rp2.925.355. Link produk\xe2\x80\xa6 https://t.co/C1lRUgmxzh',,0,0,Netral
goffyaliman,b'mari kita cari tahu informasi paling tepat tentang penyakit cacar monyet dari sekarang agar kita dapat lebih waspad\xe2\x80\xa6 https://t.co/nUCDPsRuyL',,0,1,Positif
Nakal_bet,b'Solok: 3 Kantong Komunitas Gay Yang Wajib Diketahui\n\n#waspadacacarmonyet Eril #Lokercot Yamato Indonesia Pancasila https://t.co/BEiDaljdYb',,0,1,Positif
Sintawatwat,"b'Pusing banget dah, padahal cvd belum bener-bener selesai, eh udah harus waspada sama cacar monyet, mengsad banget,\xe2\x80\xa6 https://t.co/isJRgHwIVd'",,0,0,Positif
emilyfazr,b'jangan anggep sepele ya kalo udah muncul.gejala segera dibawa ke dokter krn kalau ruamnya udah muncul tuh kebayang\xe2\x80\xa6 https://t.co/ke2f7u5awB',,0,0,Positif
giselakarinw,"b'Yul mulai saat ini kita perhatikan anggota keluarga, kebersihannya juga dijaga agar terhindar dari segala macam pen\xe2\x80\xa6 https://t.co/otQOUh4HRk'",,0,0,Positif
Pujiiaja,"b'Pasti di rumah kalian kadang suka ada tikus kan, nah kalian harus bisa lebih hati-hati karena cacar monyet bs beras\xe2\x80\xa6 https://t.co/EYGMMbuwgn'",,0,0,Positif
ssveeryday,b'RT @LarosMedia: Kenapa Cacar Monyet Baru Merebak Sekarang? Begini Penjelasan Para Ahli! https://t.co/SWcM9ir4Ya Nitip tag: #Giveaway #zonau\xe2\x80\xa6',,1,0,Positif
ahoyrastafa,"b'diimbau buat makin patuh ke protokol kesehatan soalnya biasanya yang susah diajak buat patuh tuh orang tua, mereka\xe2\x80\xa6 https://t.co/iloSQU67AJ'",,2,7,Positif
ssveeryday,b'RT @LarosMedia: Simak Ciri-Ciri dan Gejala Cacar Monyet Yang Telah Banyak Terjadi Di Eropa https://t.co/bYcqzl6jRt Nitip tag: #Giveaway #zo\xe2\x80\xa6',,1,0,Positif
Menggabutkan02,b'Soft Case Silikon Motif Dinosaurus Suntaiho Untuk Iphone 13 12 11 Pro Max X Xr Xs Max 7 8 Plus 12mini 13mini\n denga\xe2\x80\xa6 https://t.co/idXnFWhkCq',,0,5,Netral
YaazizG,b'Pokoknya   Kalian protokol kesehatannya jangan bandel ya biar ngga kepapar juga stay safe temen temen\xe2\x80\xa6 https://t.co/6CLfOKAAVV',,0,2,Positif
pujaahmd,"b'Tidak seperti cvd, untuk penyakit cacar monyet ini penularannya tidak melalui udara namun kontak fisik. Jadi jangan\xe2\x80\xa6 https://t.co/Ku59oq20mV'",,0,0,Positif
evioladd,b'udah waktunya mengedukasi diri kalian soal #WaspadaCacarMonyet yang sedang lagi rame beritanya di mana mana karena virus ini bisa mendunia.',,0,0,Positif
LarosMedia,"b'Mengenal Penyakit Cacar Monyet, Dari Penyebarannya Hingga Masa Inkubasinya! https://t.co/bSoWqp0TpT Nitip tag:\xe2\x80\xa6 https://t.co/CPepOFV6T3'",,0,0,Positif
bberuangw,b'Untuk saat ini pun udah banyak himbauan terkait penyakit cacar monyet agar kita mewaspadai penyakit ini karena berp\xe2\x80\xa6 https://t.co/1sWRR4OJ0a',,0,0,Positif
bersiwh,"b'Tadi liat artikel tentang cacar monyet, dan aku baru tau ternyata ada cacar monyet #waspadacacarmonyet'",,0,0,Positif
RindiiiA,"b'Apasih yang perlu kalian lakukan saat tau misal ada tetangga kalian yang terkena gejala cacar monyet, tentu kalian\xe2\x80\xa6 https://t.co/L5c2Bkgwvm'",,0,0,Positif
kaum_muslimin01,"b'#waspadacacarmonyet  Cebong LGBT PKI Pancasila anti Syareat islam, anti khilafah, anti kadrun, melahirkan pejabat k\xe2\x80\xa6 https://t.co/AugqKdex8j'",,0,0,Negatif
LarosMedia,b'Simak Ciri-Ciri dan Gejala Cacar Monyet Yang Telah Banyak Terjadi Di Eropa https://t.co/bYcqzl6jRt Nitip tag:\xe2\x80\xa6 https://t.co/jEEvHzF0FP',,1,1,Positif
marklixxx,"b'Guys semoga aja virus cacar monyet ini ngga sampe masuk ke Indonesia, ngga kebayang kalo harus diem di rumah lagi k\xe2\x80\xa6 https://t.co/4cAO2cNp1S'",,0,0,Positif
loonahyunjin581,"b'Jaga kesehatan guys, kita gatau kapan kita sakittt #waspadacacarmonyet'",,0,0,Positif
inipio_77,"b'ada beberapa negara yang sudah lapor kalau warganya ada yang terjangkit cacar monyet, stay save kalian #WaspadaCacarMonyet'",,0,0,Positif
win_winteo,b'Guys btw kalian udah tau belum tentang cacar monyet? Pas liat gambar cacar monyet di badan orang yang terjangkit tu\xe2\x80\xa6 https://t.co/Ia9Iigr9EJ',,0,0,Positif
Rarailham12,b'@YohanessssW Semoga tidak separah apa yang di bayangkan ya #WaspadaCacarMonyet walaupun di Indonesia beritanya belu\xe2\x80\xa6 https://t.co/j2f5gho0NL',"1,53E+34",0,0,Positif
LarosMedia,b'Kenapa Cacar Monyet Baru Merebak Sekarang? Begini Penjelasan Para Ahli! https://t.co/SWcM9ir4Ya Nitip tag:\xe2\x80\xa6 https://t.co/STyLSdahte',,1,0,Positif
Rivnonyy,b'Penyakit Cacar Monyet tidak sebahaya yang dipikirkan harus #WaspadaCacarMonyet kenali gejalnya seperti flu',,0,0,Positif
Hamizah90693012,"b'Kalau emang gitu sih  kalau di luar beneran, tepatnya Atlanta, Amerika Serikat, ada berita soal monyet yang kabur s\xe2\x80\xa6 https://t.co/rb55Dw23d8'",,0,0,Positif
Dinapramesti_,"b'Mereka adalah orang-orang yang pernah melakukan kontak dengan pasien cacar monyet yang diketahui, petugas kesehatan\xe2\x80\xa6 https://t.co/wwsJLInRcS'",,0,1,Positif
LarosMedia,b'WHO Ungkap Cacar Monyet Bisa Serang Siapapun Tidak Hanya Gay! https://t.co/SZbRMkDf2B Nitip tag: #Giveaway\xe2\x80\xa6 https://t.co/vGAXcRNAJz',,1,1,Positif
Cintalauu,b'Anda dapat mengharapkan tingkat itu meningkat dengan sangat cepat dalam beberapa pekan mendatang karena perusahaan\xe2\x80\xa6 https://t.co/z90gTGiUQA',,0,0,Positif
Rantiiir13,"b'Inget ya kawan-kawan, kalian jangan diem aja kl tahu ada orang dengan gejala penyakit cacar monyet, segera laporkan\xe2\x80\xa6 https://t.co/ph2f4eqe7A'",,0,0,Positif
Hamzah04575586,"b'Buat pengetahuan kamu aja, Donwload aja surat edaran dari kemenkes, sudah ada kok gampang diakses! Jadi kalian tau\xe2\x80\xa6 https://t.co/mOXJUMbqjC'",,0,0,Positif
nabilaabilaa_,"b'Ia mengungkapkan, dalam hal pasokan, AS memiliki sekitar 1.000 dosis JYNNEOS, vaksin yang disetujui Food and Drug A\xe2\x80\xa6 https://t.co/dCfcP5gD7r'",,0,0,Positif
LarosMedia,"b'Wabah Cacar Monyet Gegerkan Dunia, Bagaimana Indonesia Menyikapinya? https://t.co/S5HynaEbtD Nitip tag: #Giveaway\xe2\x80\xa6 https://t.co/gNGOw326Lx'",,0,0,Positif
creamydonuts1,"b'Sekarang harus waspada deh sama semua penyakit, stay save semuaaa #WaspadaCacarMonyet'",,0,0,Positif
Ambonjelekk,b'Baik JYNNEOS dan ACAM2000 sama-sama menggunakan virus hidup\n#WaspadaCacarMonyet\nhttps://t.co/v2i4IjC5jr',,0,0,Positif
punya_jojo,"b'Aduh, kita harus siap-siap buat waspada lagi sih ini. Harus berhati-hati kalau keluar ya #WaspadaCacarMonyet'",,0,0,Positif
dii20na,"b'Baru tenang karena covid berlalu,eh ini apalagi sih \xf0\x9f\x98\xa9 #WaspadaCacarMonyet'",,0,0,Positif
LarosMedia,"b'8 Gejala Cacar Monyet, Salah Satunya Bisa Bengkakkan Kelenjar Getah Bening https://t.co/XN1Q9ibt4y Nitip tag:\xe2\x80\xa6 https://t.co/D6m3Cl96J7'",,0,0,Positif
Romariana7,"b'Gejalanya itu demam tinggi, sakit kepala hebat, nyeri otot lemas, nyeri punggung sama pembengakakan kelenjar getah\xe2\x80\xa6 https://t.co/D3DxG2WQQi'",,0,1,Positif
Zenitirma,b'Namun hanya JYNNEOS yang tidak bereplikasi. Hal itu menjadikannya lebih aman.\n#WaspadaCacarMonyet\nhttps://t.co/QCmkbwOchh',,0,0,Netral
Siti67365862,"b'Buat info aja , Gejala penyakit ini berbeda di dua fase, untuk tau lebih jelasnya monggo kalian donwload aja surat\xe2\x80\xa6 https://t.co/uupJsvLQJ8'",,0,0,Positif
LarosMedia,"b'DGS Portugal Catat 10 Kasus Cacar Monyet Terbaru, Total Ada 49 Kasus! https://t.co/tdgs6RKOOO Nitip tag: #Giveaway\xe2\x80\xa6 https://t.co/EqY93Hyr7z'",,0,0,Positif
kaum_muslimin01,"b'#waspadacacarmonyet  Cebong LGBT PKI Pancasila anti Syareat islam, anti khilafah, anti kadrun, melahirkan rezim mal\xe2\x80\xa6 https://t.co/L1g4MrLUnR'",,0,0,Negatif
ballambinlove,b'#waspadacacarmonyet     Apa Penyebab Cacar Monyet dan Kenapa Gay Juga Disebut-sebut? https://t.co/YY2PIdIm2s',,0,0,Positif
LarosMedia,"b'Tanpa Rawat Inap, Ini Proses Penyembuhan Cacar Monyet  dalam 4 Minggu https://t.co/iLGpa5ZJm8 Nitip tag: #Giveaway\xe2\x80\xa6 https://t.co/ptJ8gQlUMl'",,0,0,Positif
RamenNyam,b'karena di Indonesia belum ada laporan tentang korban cacar monyet gak boleh nih kalian ngabaiin prokes kalian ayoo\xe2\x80\xa6 https://t.co/5S23m4LMN5',,0,0,Positif
Ramesses81,b'ciri ciri cacar monyet tuh emang gak jauh beda ya sama cacar biasa ngeri juga huhuhuu stay safe yall #WaspadaCacarMonyet',,0,0,Positif
Aisyah72539933,"b'Mari jaga diri masing2, Kemenkes kita sudah kasih preventif dan imbauan yang baik kok, diberi edaran yang mumpuni j\xe2\x80\xa6 https://t.co/l7kn6T9RWS'",,0,0,Positif
LarosMedia,"b'Kasus Cacar Monyet Makin Menyebar, Spanyol Siap Impor Vaksin Khusus Untuk Masyarakatnya https://t.co/4NTmUFKhkK Nit\xe2\x80\xa6 https://t.co/zP6Vd8bA2U'",,0,0,Positif
RockLee72,b'omonaaa kayanya kewaspadaan kita belum boleh leha leha dulu nih ya wkwkwk #WaspadaCacarMonyet jangan sampe terpapar ya gais sehat selalu!',,0,0,Positif
tropvhy,"b'Gejalanya beneran mirip banget dah Ama cacar biasa, jadi ngeri ngeri sedap #WaspadaCacarMonyet'",,0,0,Positif
Ra4Rii1,b'dari artikel artikel yang aku baca #WaspadaCacarMonyet ini kita harus bener bener ningkatin kewaspadaan soalnya nye\xe2\x80\xa6 https://t.co/30xjXKgLJv',,0,0,Positif
Surtinis11,"b'Aduh ngeri deh  , Bayangin aja wak udah 20 negara sekarang selain negara endemiknya yang kena monkeypox, semoga Ind\xe2\x80\xa6 https://t.co/RmUZq3p1kV'",,0,0,Positif
gratisongkir__,b'Siapa yang mau kulit kena ruam? Tentu tidak maka ayo #WaspadaCacarMonyet \ngejala seperti flu dan ruam ruam',,0,0,Positif
LarosMedia,"b'Lowongan Kerja BUMN Terbaru MIND ID XPLORER, Dilengkapi Syarat Serta Cara Daftar dan Alur Seleksi\xe2\x80\xa6 https://t.co/ZaKgqPrTkv'",,0,0,Netral
RamaSin74,b'daripada ngerujak virus cacar monyet yang emang kaya monyet ini mending kita tingkatin pola hidup sehat aja biar ja\xe2\x80\xa6 https://t.co/vEvPbpllQ6',,0,0,Positif
ballambinlove,"b'#WaspadaCacarMonyet WHO: Cacar Monyet Menyebar karena Seks, Gay &amp",,,,Positif
piyamxa,"b'Baru kelar covid ini ada lagi cacar monyet, ga abis abis dahh huhuhu stay safe deh #WaspadaCacarMonyet'",,0,0,Positif
aliviafrh,b'Tolong lah\nBekas cacar air w jg mazih ada #WaspadaCacarMonyet',,0,0,Positif
Indah9449,"b'tetap memantau berita #WaspadaCacarMonyet meskipun hati ketar ketir,supaya kita waspada dan jangan lupa ningkatin g\xe2\x80\xa6 https://t.co/a92CXBHMqM'",,0,1,Positif
rani_rinaa,b'Di Thailand udah mulai ada laporan orang yang terjangkit cacar monyet waktu transit di bandara di bangkok :(( Harus\xe2\x80\xa6 https://t.co/G9j9TEAh41',,0,0,Positif
LarosMedia,"b'Cara Cek Pengumuman Hasil Tes Kemampuan Dasar atau TKD dan Core Values BUMN, Dilengkapi Link Resmi dan Jadwal\xe2\x80\xa6 https://t.co/2njvZOVoAa'",,0,0,Netral
Rosaliala2,b'katanya cacar monyet ngga seberbahaya covid tapi kan tetep ngeri ye wak kalo kepapar juga dah paling bener kita mul\xe2\x80\xa6 https://t.co/HVyyB00dTV',,0,0,Positif
hatidijalan2,"b'Ternyata sudah terjangkit oleh 20 negara, #WaspadaCacarMonyet dari sekarang, tetap ikuti ketentuan WHO ya'",,0,0,Positif
goodforjun,"b'semoga aja virus cacar monyet ini ngga sampe masuk ke Indonesia, ayoo kita lebih waspada ya guys #waspadacacarmonyet'",,0,0,Positif
PutriRajaku,b'ngeri banget ngeliat cacar monyet yang ngejangkit manusia bisa sampe bentol bentol besar sekujur tubuh gitu :(((( K\xe2\x80\xa6 https://t.co/uz9u6oNxkc',,0,0,Positif
piyamxa,"b'karena cacar monyet lagi marak memapari manusia merinding bngttt, sekarang jaga kesehatan sama kebersihan dehh #WaspadaCacarMonyet'",,0,0,Positif
Dwikurniatun5,b'semoga aja nih virus cacar monyet ini ngga sampe masuk ke Indonesia ngga kebayang kalo harus diem di rumah bertahun\xe2\x80\xa6 https://t.co/fdUXXJpHAi',,0,0,Positif
shopeesale_id,b'Revina Slit Long Skirt Rok Panjang Wanita - SK036 dengan harga Rp89.000. Dapatkan di Shopee sekarang!\xe2\x80\xa6 https://t.co/1pYJaRn6YL',,0,0,Netral
_Putries,"b'setelah kucari tau yang kena cacar monyet tuh mostly laki-laki ya, yang laki-laki lebih waspada ya tapi yang peremp\xe2\x80\xa6 https://t.co/ERFUwhoUW5'",,0,0,Positif
seawordieter,b'Waaah phone bagnya mirip banget warnanya kaya aespa \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x91\x8d\n\n#BTSatTheWhiteHouse\n#WaspadaCacarMonyet \nBTS BTS BTS\xe2\x80\xa6 https://t.co/Ud3z1Xnie2',,0,0,Netral
Dwicantik45,b'banyak yang bilang kalo cacar monyet ini cuma konspirasi yang dibuat buat tapi apa salahnya kalo kita waspada mulai\xe2\x80\xa6 https://t.co/pcPJH4qiQg',,0,0,Positif
meira14_,b'Banyak yang bilang kalo cacar monyet ini cuma konspirasi ha buat apa? Ini emang nyata dan tugas kita ya vuma bisa j\xe2\x80\xa6 https://t.co/7sFrxbYN4i',,0,0,Positif
daimondjun,"b'waspadai penyakit cacar monyet, perhatikan juga dan beri himbauan kepada orang tentang penyakit menular ini #waspadacacarmonyet'",,0,0,Positif
AladinSidhart,b'sebenernya cacar monyet ini kan penyakit lama ya udah jadi endemik juga di Afrika tapi baru santer banget akhir akh\xe2\x80\xa6 https://t.co/K8o0VWdimX',,0,0,Positif
kaum_muslimin01,"b'yg terbaik adalah calon selain anies-ahy, yg lain nya sampah semua, maling duit negara.\n #waspadacacarmonyet  Cebon\xe2\x80\xa6 https://t.co/sRTgEvQr79'",,0,1,Negatif
Okan_kesal,b'Cacar Jokowi yg bahaya #WaspadaCacarMonyet',,0,0,Negatif
shopeesale_id,b'Isla Basic Skirt Texture - Rok Texture Polos - Rok Sidang Wanita - Rok Span - Rib Knit Cotton dengan harga Rp129.90\xe2\x80\xa6 https://t.co/Upka1JqtH1',,0,0,Netral
payvung,"b'gejala cacar monyet mirip banget sama cacar air biasa yang bedain ya pembengkakan kelenjar getah bening ajaa, huhuh\xe2\x80\xa6 https://t.co/w5AGD1Lhd0'",,0,0,Positif
LarosMedia,"b'6 Masjid Terindah di Dunia, Ada yang berhiaskan Batu Permata! https://t.co/Bsc5Lmyr6X Nitip tag: #Giveaway\xe2\x80\xa6 https://t.co/akXE8xPUSS'",,0,1,Netral
xxyzdon,b'Gaiss mo nanya klo kek gini cacar air biasa kah? Gara\xc2\xb2 baca ini jdi takut gue\xf0\x9f\x98\xad\n#WaspadaCacarMonyet https://t.co/4YQ7AKZd3w',,0,1,Positif
Ranuuur12,"b'Salah satu gejala yang ada dalam penyakit cacar air adalah demam dan timbulnya bintik merah, jadi anda mohon segera\xe2\x80\xa6 https://t.co/qbBO1wklHE'",,0,0,Positif
Dwikurni11,"b'takut banget sama cacar monyet yang akhir akhir ini marak dibahas katanya penyebarannya bisa lewat droplets juga, i\xe2\x80\xa6 https://t.co/NUBSi20s1B'",,0,0,Positif
moonhrjun,"b'sekarang ada penyakit namanya cacar monyet menjangkit di beberapa negara, kita harus waspada dan jaga kebersihan #waspadacacarmonyet'",,0,0,Positif
Dwi546,b'jangan kasih kendor buat prokes kita soalnya denger denger indonesia mulai #WaspadaCacarMonyet jangan sampe 2022 in\xe2\x80\xa6 https://t.co/kA9ZcBCgyZ',,0,0,Positif
LarosMedia,"b'Yuk Intip Pesona Sungai Aaree, Bern Swiss, Tempat Anak Ridwan Kamil Terseret Arus https://t.co/WHPEEcmUb2 Nitip tag\xe2\x80\xa6 https://t.co/RCHbLCy3lm'",,0,1,Netral
payvung,b'#WaspadaCacarMonyet walaupun di Indonesia beritanya belum ada laporan yg kena tp tetep waspada haruss',,0,0,Positif
AsokaHei,b'jangan lepas masker di tempat umum ya mending pake terus ajaa dibalik untuk menjaga kesehatan bisa juga menjaga keb\xe2\x80\xa6 https://t.co/qcd0sRYKdo',,0,0,Positif
Niaa084,"b'Rekomendasi kemeja oversized cocok buat ngantor , hangout dan ootd \nWajib punya bestie dan banyak warna \nBelinya di\xe2\x80\xa6 https://t.co/aM3A6PjfOv'",,0,1,Positif
canssaj,"b'walaupun Indonesia belum ada kabar korban, #WaspadaCacarMonyet itu perlu ya antisipasi penularannya dari darahq, droplet pernapasan'",,0,0,Positif
janganseperti,"b'Semoga 4 ekor monyet yang lepas itu cepat ditemukan oleh petugasnya ,kan ngeri sekarang mana lagi viral""nya penyaki\xe2\x80\xa6 https://t.co/zZMLhw6HSq'",,0,0,Positif
satuduafana,b'Yuk sekarang hati-hati dengan monkeypox. Mulai jaga kebersihan ya.. jangan gegabah yaa... #WaspadaCacarMonyet',,0,0,Positif
Dwikurniatun2,b'ett jangan ngeremehin cacar monyet yang katanya gejalanya relatif ringan terus seenaknya ngendorin protokol kesehat\xe2\x80\xa6 https://t.co/ET4W8YOBFR',,0,0,Positif
seawordieter,b'Waaah tas ini mirip banget warnanya  kaya aespa \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x91\x8d\n\n#BTSatTheWhiteHouse\n#WaspadaCacarMonyet \nBTS BTS BTS\xe2\x80\xa6 https://t.co/963ei1nT4H',,0,0,Positif
AladinSidhart,"b'takut banget sama cacar monyet yang akhir akhir ini marak dibahas katanya penyebarannya bisa lewat droplets juga, i\xe2\x80\xa6 https://t.co/ant8cAUb3r'",,0,0,Positif
ArtaVoltman,"b'Buat klen semua, ayo melek dong dengan topik kesehatan, pernah dengar monkeypox kan? Sekarang bukan hanya penyakit\xe2\x80\xa6 https://t.co/78jyq7M1XH'",,0,0,Positif
Apatuhyaaa,"b'Ngikutin berita tentang cacar monyet ini #WaspadaCacarMonyet meskipun hati ketar ketir wkwkwkwk, tetep prokesnya deh yg penting mah'",,0,0,Positif
CHIKFAZIL,b'kalo bisa jangan berpergian lintas negara dulu deh soalnya cacar monyet lagi naik kasusnya tetep hati-hati ya guys #WaspadaCacarMonyet',,0,0,Positif
RamlanAji1,b'takut banget 2022 ini jadi 2021 ver.2 #WaspadaCacarMonyet mulai rame dibahas kalian ayo mulai cari cari cara penceg\xe2\x80\xa6 https://t.co/r4lVWO6Ry3',,0,0,Positif
Firza343,b'Yuk senantiasa memantau berita perkembangannya #WaspadaCacarMonyet meskipun hati ketar ketir wkwkwkwk kalian jangan\xe2\x80\xa6 https://t.co/iJ8s26ehk1',,0,1,Positif
AyoCirebonCom,b'Hari Lahir Pancasila 2022: Ini Fungsi dan Peran Pancasila bagi Negara Indonesia \n\nHujan bulan Juni | Indonesia | Er\xe2\x80\xa6 https://t.co/eKxCDwtWI2',,0,0,Netral
mbaknyajuli,"b'wah wah... Please banget, kalian harus jaga kebersihan ya. Jangan males buat bersih-bersih soalnya harus mulai #WaspadaCacarMonyet'",,0,0,Positif
Ranaaar12,"b'Iya gue udah tau tentang penyakit cacar monyet, untung aja sih nggak berbahaya, jadi nggak seberapa was was tapi te\xe2\x80\xa6 https://t.co/UyCe01ShVv'",,0,1,Positif
kaum_muslimin01,"b'#waspadacacarmonyet  Cebong LGBT PKI Pancasila anti Syareat islam, anti khilafah, anti kadrun, melahirkan generasi\xe2\x80\xa6 https://t.co/u9DNe6MMwy'",,0,0,Negatif
Gaurizt,"b'Gaisss Yuk tetap jaga kebersihan, jaga makan minum kalian, istirahat yang cukup biar terhindar dari penyakit dan se\xe2\x80\xa6 https://t.co/740jQGi4Gi'",,0,0,Positif
Lamimizul,"b'Iniyah, aku kasih tau gejala cacar monyet mirip banget sama cacar air biasa guys, yang bedain ya pembengkakan kelen\xe2\x80\xa6 https://t.co/MC0rgLkvYt'",,0,0,Positif
dilla_lownjwin,b'tingkat kan lagi ayo kesadaran buat jaga kesehatan lebih ketat! cacar monyet beneran berbahaya.... pokoknya waspada\xe2\x80\xa6 https://t.co/yA4Z9a7nRW',,0,0,Positif
jamiesfani,b'Guys hati-hati dekat dengan hewan liar. Kita harus waspada lagi nih biar gak kena sama cacar monyet.. yukk waspada\xe2\x80\xa6 https://t.co/oKgY23a4dS',,0,0,Positif
birulauxt,"b'baru juga kemarin sudah seneng karena corona sudah mulai turun banget eh sekarang dikasih penyakit baru lagi,mari k\xe2\x80\xa6 https://t.co/RXWcjpO971'",,0,0,Positif
Jesika2609,b'Hallo beste bestee gue kalian harus hati-hati dekat dengan hewan liar. Kita harus waspada lagi nih biar gak kena sa\xe2\x80\xa6 https://t.co/oh2vEul3HX',,0,0,Positif
Bellsshahay,"b'yaelahh ada lagi aje, baru lepas masker  #WaspadaCacarMonyet'",,0,0,Positif
seawordieter,b'Waaah tas ini vibenya kaya aespa \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x91\x8d\n\n#BTSatTheWhiteHouse\n#WaspadaCacarMonyet \nBTS BTS BTS\n#StopAsianHate\xe2\x80\xa6 https://t.co/srUDBiRtYu',,0,0,Positif
kimwinternim,b'@YohanessssW Serem banget ya zaman sekarang. Selalu hati2 ya sama penyakit di sekitar kita #WaspadaCacarMonyet',"1,53E+34",0,0,Positif
AyoCirebonCom,"b'31 Poster Ilustrasi Hari Lahir Pancasila 2022 Gratis, Unik dan Elegan Download di Sini \n\nHujan bulan Juni | Indones\xe2\x80\xa6 https://t.co/7UsJReHl7p'",,0,0,Negatif
ineygke10,b'sebaiknya nih kita himbau keluarga kalian juga tentang penyakit cacar monyet ini dan penularannya dari manusia ke m\xe2\x80\xa6 https://t.co/98mtMRZ1Xf',,0,0,Positif
shasha54_,b'Pokoknya nih harus tetep jaga kesehatan soalnya #WaspadaCacarMonyet jangan sampe 2022 ini jadi 2021 jilid 2 big no\xe2\x80\xa6 https://t.co/FcKVq3TmpJ',,0,0,Positif
Agustine588,"b'Ya Allah semoga kita semua terhindar dari penyakit. takut banget sama cacar monyet yang akhir2 ini dibahas ,penyeba\xe2\x80\xa6 https://t.co/MPXcD6mZUM'",,0,0,Positif
Rizkiiiarr,"b'Tingkatkan kewaspadaan anda, keadaan sekitar tidak ada yang tau jadi kalian harus bisa mencegah virus cacar monyet\xe2\x80\xa6 https://t.co/jI9qUfoMuL'",,0,0,Positif
ifadlulah,b'Sudah pada baca surat engga nih tentang edaran kemenkes soal hati-hati mengenai #WaspadaCacarMonyet belum guys? Jangan lupa dibaca ya!',,0,0,Positif
Abdurahmattt,"b'Nih aku kasi tau kali kali klen males baca, Monkeypox itu penularannya melalui",,,,Positif
thisdonna21,"b'wah wah..\nJadi monyet sekarang menyebarkan cacar monyet tau\xe2\x80\xa6 harus hati-hati kita nih, bisa nularin herpes B juga \xf0\x9f\x98\xad #WaspadaCacarMonyet'",,0,1,Positif
iniharisenin,"b'perhatikan kesehatan anggota keluarga, kebersihannya juga dijaga agar terhindar dari segala macam penyakit yang men\xe2\x80\xa6 https://t.co/CKpZQNxJ5E'",,0,0,Positif
yusliman1,b'ayoo ortu dan keluarga terdekat yuk mulai diimbau buat makin patuh ke protokol kesehatan soalnya biasanya yang susa\xe2\x80\xa6 https://t.co/QoTrZxltj1',,0,0,Positif
inikahcintaaah,"b'Udah ini mah cukup temen gua yg kayak monyet, cacar jangan ikut ikutan #WaspadaCacarMonyet'",,0,0,Positif
Megalodonth,"b'Udah tau belum kalau cacar monyet ini kebanyakan korbannya laki-laki ya, tapi meskipun gitu laki-laki, perempuan tu\xe2\x80\xa6 https://t.co/feaNKk3KbJ'",,0,0,Positif
kaum_muslimin01,"b'#waspadacacarmonyet  Cebong LGBT PKI Pancasila anti Syareat islam, anti khilafah, anti kadrun https://t.co/AH3vtcytTA'",,0,0,Negatif
decemag,b'Jaga orang tua dan juga perlu ngasih tau tentang ini agar mereka update soal berita kesehatan #WaspadaCacarMonyet j\xe2\x80\xa6 https://t.co/4qwN9EDuAW',,0,0,Positif
mbaknyamel,"b'Gak nyangka banget, baru selesai satu eh muncul lagi yang baru. Guys kalo ada monyet gitu jangan sembarangan dipega\xe2\x80\xa6 https://t.co/LgDUFfB1z6'",,0,0,Positif
